marca,modelo,mes_matriculacion,ano_matriculacion,kilometraje,distintivo_ambiental,garantia,precio_nuevo,precio_contado,concesionario,provincia,comunidad_autonoma,tipo_traccion,largo,ancho,alto,capacidad_maletero,num_plazas,num_puertas,batalla,peso,consumo_medio,consumo_carretera,consumo_urbano,co2,deposito,combustible,num_cilindros,cilindrada,sobrealimentacion,tipo_cambio,num_marchas,potencia_kw,potencia_cv,par,velocidad_max,aceleracion
BMW,SERIE 3,11,2014,86200.0,C,12.0,86700.00,53990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,trasera,4671.0,1877.0,1424.0,480.0,5.0,4.0,2812.0,2100.0,8.30,6.70,11.10,194.00,60.00,Gasolina,6.0,2979.0,Turbo,Automático,7.0,317.0,431.0,550.0,250.0,4.10
MERCEDES-BENZ,CLASE A,7,2023,15787.0,C,12.0,27022.00,31490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,3883.0,1764.0,1593.0,435.0,5.0,5.0,2568.0,1845.0,5.20,4.60,6.40,137.00,54.00,Diesel,4.0,1991.0,Turbo,Automático,1.0,80.0,109.0,250.0,186.0,10.80
MERCEDES-BENZ,CLASE A,12,2022,15621.0,C,12.0,39342.00,31490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4549.0,1796.0,1446.0,395.0,5.0,4.0,2729.0,2010.0,4.10,3.90,4.70,108.00,43.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,320.0,227.0,8.20
CITROEN,C4 CACTUS,1,2019,61793.0,C,12.0,20950.00,10490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4170.0,1714.0,1480.0,358.0,5.0,5.0,2595.0,1575.0,4.60,4.00,5.80,105.00,50.00,Gasolina,3.0,1199.0,Turbo,Manual,6.0,81.0,110.0,205.0,196.0,9.20
CUPRA,FORMENTOR,6,2022,46355.0,C,12.0,45640.00,28990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,total permanente,4450.0,1839.0,1511.0,420.0,5.0,5.0,2680.0,2140.0,,,,,55.00,Diesel,4.0,1968.0,Turbo,Automático,7.0,110.0,150.0,360.0,203.0,8.60
RENAULT,MÉGANE,10,2018,106887.0,C,12.0,,14980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,5.60,4.70,7.10,,,Gasolina,,1330.0,,Manual,,,140.0,,,
MINI,COUNTRYMAN,6,2018,83662.0,C,12.0,33950.00,20490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4299.0,1822.0,1557.0,450.0,5.0,5.0,2670.0,2030.0,4.40,4.10,4.80,111.00,51.00,Diesel,4.0,1995.0,Turbo,Automático,8.0,110.0,150.0,330.0,208.0,8.80
FORD,ECOSPORT,4,2023,21443.0,C,12.0,,18980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,5.90,,,,,Gasolina,,1000.0,,Manual,,,125.0,,,
FORD,ECOSPORT,4,2023,23090.0,C,12.0,,18990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,,,,,,Gasolina,,1000.0,,Manual,,,125.0,,,
LEXUS,UX,3,2022,42288.0,0 EMISIONES,12.0,65600.00,28480.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4495.0,1840.0,1545.0,367.0,5.0,5.0,2640.0,2335.0,,,,,,Eléctrico,,,,Automático,,150.0,204.0,300.0,160.0,7.50
CITROEN,C3 AIRCROSS,4,2023,10592.0,C,12.0,23400.00,17480.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4160.0,1824.0,1597.0,410.0,5.0,5.0,2604.0,1795.0,,,,,45.00,Gasolina,3.0,1199.0,Turbo,Manual,6.0,81.0,110.0,205.0,195.0,8.80
MERCEDES-BENZ,CLASE CLS,1,2023,28098.0,ECO,12.0,,99990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,4.0,,,9.40,,,,,Híbrido Enchufable,,3000.0,,Automático,,,435.0,,,
MASERATI,LEVANTE,9,2017,161151.0,,12.0,,38490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,7.20,6.60,8.20,,,Diesel,,2990.0,,Automático,,,275.0,,,
NISSAN,QASHQAI,3,2023,59843.0,ECO,12.0,,24980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,6.30,,,,,Híbrido Enchufable,,1330.0,,Automático,,,158.0,,,
BMW,SERIE 1,2,2024,15154.0,C,12.0,42700.00,35980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4319.0,1799.0,1434.0,380.0,5.0,5.0,2670.0,2000.0,4.50,4.10,5.10,112.00,50.00,Diesel,4.0,1995.0,Turbo de geometría variable,Automático,8.0,140.0,190.0,400.0,231.0,7.30
CITROEN,C3 AIRCROSS,7,2020,73160.0,C,12.0,27614.00,15490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4154.0,1824.0,1597.0,410.0,5.0,5.0,2604.0,1860.0,4.00,3.80,4.40,104.00,45.00,Diesel,4.0,1499.0,Turbo de geometría variable,Automático,6.0,88.0,120.0,300.0,183.0,9.80
AUDI,Q2,11,2018,76459.0,C,12.0,29509.00,19980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4191.0,1794.0,1508.0,405.0,5.0,5.0,2601.0,1800.0,5.30,5.00,6.10,117.00,50.00,Gasolina,3.0,,Turbo,Automático,7.0,85.0,116.0,200.0,197.0,10.30
LYNK & CO,01,6,2022,71461.0,ECO,12.0,,22490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,1.20,,,,,Híbrido Enchufable,,1480.0,,Automático,,,261.0,,,
RENAULT,MÉGANE,8,2020,50853.0,,12.0,,14980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,3.90,3.60,4.30,,,Diesel,,1460.0,,Manual,,,95.0,,,
FORD,FOCUS,5,2023,44587.0,ECO,12.0,,21490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,5.20,,,,,Híbrido Enchufable,,1000.0,,Manual,,,155.0,,,
ALFA ROMEO,STELVIO,7,2017,120176.0,C,12.0,,23990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,7.00,5.90,8.90,,,Gasolina,,2000.0,,Automático,,,280.0,,,
MAZDA,3,5,2022,30267.0,ECO,12.0,,23990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,4.0,,,5.00,4.50,6.10,,,Híbrido Enchufable,,2000.0,,Manual,,,122.0,,,
MERCEDES-BENZ,CLASE A,11,2022,21365.0,,12.0,,31490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,4.90,,,,,Diesel,,1950.0,,Automático,,,150.0,,,
FORD,ECOSPORT,4,2023,26791.0,C,12.0,,18990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,5.90,,,,,Gasolina,,1000.0,,Manual,,,125.0,,,
MERCEDES-BENZ,CLASE C,12,2023,9216.0,ECO,12.0,,42980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,4.0,,,4.60,,,,,Híbrido Enchufable,,1990.0,,Automático,,,163.0,,,
DACIA,DOKKER,2,2018,88675.0,C,12.0,8960.00,12990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4363.0,1751.0,1814.0,800.0,5.0,4.0,2810.0,1700.0,6.20,5.30,7.70,156.00,50.00,Gasolina,4.0,1598.0,,Manual,5.0,75.0,100.0,156.0,170.0,12.70
OPEL,ASTRA,12,2021,95183.0,C,12.0,27904.00,12480.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4702.0,1809.0,1499.0,540.0,5.0,5.0,2662.0,1985.0,4.50,3.90,5.40,102.00,48.00,Gasolina,3.0,1199.0,Turbo,Manual,6.0,96.0,130.0,225.0,215.0,10.10
MERCEDES-BENZ,CLASE V,4,2019,99625.0,,12.0,,40980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,6.80,6.40,7.50,,,Diesel,,1950.0,,Automático,,,163.0,,,
PEUGEOT,208,10,2014,102970.0,C,12.0,13340.00,6480.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,3962.0,1739.0,1460.0,311.0,5.0,5.0,2538.0,1485.0,4.30,3.70,5.20,99.00,50.00,Gasolina,3.0,,,Manual,5.0,50.0,68.0,95.0,165.0,14.00
RENAULT,CAPTUR,7,2022,32308.0,C,12.0,24250.00,16990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4228.0,1797.0,1566.0,536.0,5.0,5.0,2639.0,1692.0,5.30,4.60,6.50,121.00,48.00,Gasolina,3.0,,Turbo,Manual,6.0,67.0,90.0,160.0,168.0,14.00
TOYOTA,AYGO,1,2019,53320.0,C,12.0,,12490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,4.10,,,,,Gasolina,,1000.0,,Automático,,,72.0,,,
BMW,SERIE 2,10,2021,40830.0,C,12.0,37110.00,27490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4526.0,1800.0,1420.0,430.0,5.0,4.0,2670.0,1905.0,4.90,4.30,6.10,114.00,42.00,Gasolina,3.0,1499.0,Turbo,Automático,7.0,100.0,136.0,220.0,215.0,9.10
MERCEDES-BENZ,CLASE B,12,2022,11785.0,C,12.0,44376.00,31480.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4419.0,1796.0,1562.0,445.0,5.0,5.0,2729.0,2090.0,,,,,43.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,320.0,219.0,8.50
MERCEDES-BENZ,CLASE A,5,2023,10341.0,C,12.0,27022.00,31490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,3883.0,1764.0,1593.0,435.0,5.0,5.0,2568.0,1845.0,5.20,4.60,6.40,137.00,54.00,Diesel,4.0,1991.0,Turbo,Automático,1.0,80.0,109.0,250.0,186.0,10.80
MERCEDES-BENZ,CLASE A,12,2022,9349.0,,12.0,,31980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,4.90,,,,,Diesel,,1950.0,,Automático,,,150.0,,,
CUPRA,FORMENTOR,6,2022,46136.0,C,12.0,45640.00,28990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,total permanente,4450.0,1839.0,1511.0,420.0,5.0,5.0,2680.0,2140.0,,,,,55.00,Diesel,4.0,1968.0,Turbo,Automático,7.0,110.0,150.0,360.0,203.0,8.60
MERCEDES-BENZ,CLASE A,12,2022,21665.0,,12.0,,31490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,4.90,,,,,Diesel,,1950.0,,Automático,,,150.0,,,
OPEL,CROSSLAND,6,2019,94428.0,C,12.0,18800.00,12490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4212.0,1765.0,1605.0,410.0,5.0,5.0,2604.0,1770.0,4.70,4.30,5.40,117.00,45.00,Gasolina,3.0,1199.0,,Manual,5.0,60.0,81.0,118.0,187.0,10.90
BMW,X2,5,2019,101200.0,C,12.0,41935.00,21490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4360.0,1824.0,1526.0,470.0,5.0,5.0,2670.0,2115.0,4.40,4.00,4.90,114.00,51.00,Diesel,4.0,1995.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,350.0,207.0,10.00
OPEL,GRANDLAND X,2,2018,70727.0,C,12.0,29100.00,14990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4477.0,1856.0,1609.0,514.0,5.0,5.0,2675.0,1930.0,4.00,3.50,4.70,104.00,52.50,Diesel,4.0,1560.0,Turbo,Manual,6.0,88.0,120.0,300.0,189.0,11.80
HYUNDAI,TUCSON,3,2024,14316.0,ECO,12.0,,32990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,5.40,,,,,Híbrido Enchufable,,1600.0,,Automático,,,136.0,,,
SEAT,LEÓN,10,2017,81860.0,C,12.0,,13990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,4.90,4.20,6.10,,,Gasolina,,1200.0,,Manual,,,110.0,,,
BMW,X1,3,2015,102055.0,C,12.0,31850.00,15480.00,FLEXICAR MÁLAGA,Málaga,Andalucía,trasera,4477.0,1798.0,1545.0,420.0,5.0,5.0,2760.0,2030.0,4.90,4.40,5.70,128.00,61.00,Diesel,4.0,1995.0,Turbo de geometría variable,Manual,6.0,105.0,143.0,320.0,202.0,9.60
VOLKSWAGEN,T-CROSS,4,2022,40432.0,C,12.0,26709.00,19980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4110.0,1782.0,1558.0,455.0,5.0,5.0,2563.0,1750.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,6.0,81.0,110.0,200.0,189.0,9.90
CITROEN,C4 CACTUS,5,2016,156875.0,C,12.0,21680.00,9490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4157.0,1729.0,1480.0,358.0,5.0,5.0,2595.0,1630.0,3.40,3.20,3.90,89.00,45.00,Diesel,4.0,1560.0,Turbo,Manual,6.0,73.0,100.0,254.0,184.0,11.20
MERCEDES-BENZ,CLASE A,12,2022,14264.0,C,12.0,39342.00,32990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4549.0,1796.0,1446.0,395.0,5.0,4.0,2729.0,2010.0,4.10,3.90,4.70,108.00,43.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,320.0,227.0,8.20
BMW,SERIE 1,5,2020,114838.0,C,12.0,32800.00,17490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4319.0,1799.0,1434.0,380.0,5.0,5.0,2670.0,1925.0,3.80,3.50,4.50,100.00,42.00,Diesel,3.0,1496.0,Turbo de geometría variable,Manual,6.0,85.0,116.0,270.0,200.0,10.30
RENAULT,CLIO,3,2021,37660.0,C,12.0,21160.00,16990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4050.0,1798.0,1440.0,340.0,5.0,5.0,2583.0,1603.0,,,,,42.00,Gasolina,3.0,,Turbo,Manual,6.0,67.0,90.0,160.0,180.0,12.20
BMW,SERIE 1,8,2017,118802.0,C,12.0,32528.00,17990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,trasera,4329.0,1765.0,1421.0,360.0,5.0,5.0,2690.0,1985.0,4.40,4.10,5.10,115.00,52.00,Diesel,4.0,1995.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,320.0,212.0,8.20
DS,7 CROSSBACK,4,2022,66967.0,ECO,12.0,,33980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,1.30,,,,,Híbrido Enchufable,,1600.0,,Automático,,,300.0,,,
SEAT,ATECA,3,2018,109239.0,,12.0,,22990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,5.30,4.90,6.00,,,Diesel,,1970.0,,Automático,,,190.0,,,
RENAULT,MÉGANE,2,2020,59331.0,,12.0,,15490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,3.80,3.40,4.50,,,Diesel,,1460.0,,Manual,,,115.0,,,
FIAT,500,10,2021,71897.0,ECO,12.0,,10490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,3.0,,,3.90,3.40,4.70,,,Híbrido Enchufable,,1000.0,,Manual,,,70.0,,,
SEAT,IBIZA,7,2021,79786.0,C,12.0,,13980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,4.70,4.00,5.80,,,Gasolina,,1000.0,,Manual,,,110.0,,,
BMW,SERIE 1,1,2019,104806.0,C,12.0,32528.00,19490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,trasera,4329.0,1765.0,1421.0,360.0,5.0,5.0,2690.0,1985.0,4.40,4.10,5.10,115.00,52.00,Diesel,4.0,1995.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,320.0,212.0,8.20
VOLKSWAGEN,T-CROSS,4,2021,79745.0,C,12.0,28569.00,17490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4110.0,1782.0,1558.0,455.0,5.0,5.0,2563.0,1750.0,,,,,40.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,193.0,10.20
SEAT,IBIZA,10,2021,83467.0,C,12.0,20720.00,14990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4059.0,1780.0,1444.0,355.0,5.0,5.0,2564.0,1690.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,6.0,81.0,110.0,200.0,195.0,10.30
LAND-ROVER,RANGE ROVER VELAR,1,2018,30442.0,C,12.0,74600.00,42990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,total permanente,4803.0,2032.0,1665.0,673.0,5.0,5.0,2874.0,2470.0,7.60,6.70,9.10,173.00,63.00,Gasolina,4.0,1997.0,Turbo,Automático,8.0,184.0,250.0,365.0,217.0,6.70
PEUGEOT,208,12,2016,112288.0,C,12.0,16590.00,7990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,3965.0,1739.0,1460.0,311.0,5.0,5.0,2538.0,1553.0,4.50,3.90,5.50,104.00,50.00,Gasolina,3.0,1199.0,,Manual,5.0,60.0,82.0,118.0,175.0,12.20
LAND-ROVER,RANGE ROVER EVOQUE,3,2019,62268.0,,12.0,,26490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,4.80,,,,,Diesel,,2000.0,,Manual,,,180.0,,,
MINI,COUNTRYMAN,7,2017,91282.0,ECO,12.0,,18980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,,,,,,Híbrido Enchufable,,1500.0,,Automático,,,224.0,,,
MITSUBISHI,ECLIPSE CROSS,3,2022,78968.0,ECO,12.0,,22990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,2.00,,,,,Híbrido Enchufable,,2360.0,,Automático,,,188.0,,,
MG,ZS,4,2023,17773.0,C,12.0,,16480.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,6.60,,,,,Gasolina,,1500.0,,Manual,,,106.0,,,
AUDI,Q2,3,2021,42063.0,C,12.0,33989.00,24990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4208.0,1794.0,1508.0,405.0,5.0,5.0,2601.0,1870.0,5.10,4.60,5.90,117.00,50.00,Gasolina,4.0,1495.0,Turbo,Automático,7.0,110.0,150.0,250.0,218.0,8.60
BMW,SERIE 1,5,2020,67510.0,C,12.0,31433.00,20990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4319.0,1799.0,1434.0,380.0,5.0,5.0,2670.0,1870.0,5.00,4.20,6.40,113.00,42.00,Gasolina,3.0,1499.0,Turbo,Automático,7.0,103.0,140.0,220.0,213.0,8.50
RENAULT,CLIO,5,2023,31678.0,C,12.0,23930.00,17490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4050.0,1798.0,1440.0,318.0,5.0,5.0,2583.0,1646.0,,,,,42.00,Gasolina,3.0,1333.0,Turbo,Manual,6.0,103.0,140.0,260.0,205.0,9.40
CITROEN,C4,1,2018,73559.0,C,12.0,23150.00,11980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4438.0,1826.0,1610.0,537.0,5.0,5.0,2785.0,1905.0,5.10,4.40,6.30,115.00,57.00,Gasolina,3.0,1199.0,Turbo,Manual,6.0,81.0,110.0,205.0,187.0,11.50
SEAT,LEÓN,10,2016,107645.0,C,12.0,37130.00,22980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4543.0,1816.0,1431.0,587.0,5.0,5.0,2631.0,2000.0,6.60,5.50,8.50,154.00,50.00,Gasolina,4.0,1984.0,Turbo,Automático,6.0,213.0,290.0,350.0,250.0,5.90
CITROEN,C4,5,2018,111403.0,C,12.0,23800.00,12490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4438.0,1826.0,1610.0,537.0,5.0,5.0,2785.0,1875.0,5.20,4.60,6.10,119.00,57.00,Gasolina,3.0,1199.0,Turbo de geometría variable,Manual,6.0,96.0,130.0,230.0,200.0,9.60
OPEL,CORSA,3,2023,48322.0,,12.0,,15990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,4.10,,,,,Diesel,,1500.0,,Manual,,,102.0,,,
MAZDA,CX-30,3,2022,89981.0,ECO,12.0,,21990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,6.10,,,,,Híbrido Enchufable,,2000.0,,Manual,,,186.0,,,
MERCEDES-BENZ,CLASE A,12,2022,21678.0,C,12.0,39342.00,31480.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4549.0,1796.0,1446.0,395.0,5.0,4.0,2729.0,2010.0,4.10,3.90,4.70,108.00,43.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,320.0,227.0,8.20
MERCEDES-BENZ,CLASE A,7,2023,6090.0,C,12.0,27022.00,31490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,3883.0,1764.0,1593.0,435.0,5.0,5.0,2568.0,1845.0,5.20,4.60,6.40,137.00,54.00,Diesel,4.0,1991.0,Turbo,Automático,1.0,80.0,109.0,250.0,186.0,10.80
MERCEDES-BENZ,CLASE CLA,10,2023,9402.0,C,12.0,46859.00,35990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4688.0,1830.0,1430.0,490.0,5.0,5.0,2729.0,2140.0,,,,,43.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,320.0,221.0,8.60
PEUGEOT,5008,4,2018,121074.0,,12.0,,22990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,4.80,4.60,5.30,,,Diesel,,2000.0,,Automático,,,180.0,,,
CUPRA,BORN,11,2021,43822.0,0 EMISIONES,12.0,39700.00,24980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,trasera,4324.0,1809.0,1540.0,385.0,5.0,5.0,2766.0,2270.0,,,,,,Eléctrico,,,,Automático,1.0,150.0,204.0,310.0,160.0,7.30
KIA,SPORTAGE,11,2018,98479.0,C,12.0,24958.00,17990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4485.0,1855.0,1635.0,503.0,5.0,5.0,2670.0,2000.0,6.80,6.10,8.10,152.00,,Gasolina,4.0,1591.0,,Manual,6.0,97.0,132.0,161.0,182.0,11.50
RENAULT,SCÉNIC,1,2021,74354.0,,12.0,,23490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,4.80,4.20,5.70,,,Diesel,,1750.0,,Manual,,,150.0,,,
SEAT,LEÓN,10,2017,138825.0,,12.0,,11990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,4.00,3.80,4.60,,,Diesel,,1600.0,,Manual,,,115.0,,,
BMW,SERIE 4,6,2021,61676.0,ECO,12.0,,39990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,2.0,,,4.20,3.90,4.70,,,Híbrido Enchufable,,2000.0,,Automático,,,190.0,,,
PEUGEOT,208,10,2015,120125.0,C,12.0,16910.00,7280.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,3965.0,1739.0,1460.0,311.0,5.0,5.0,2538.0,1550.0,4.80,4.20,5.80,110.00,45.00,Gasolina,3.0,1199.0,,Manual,5.0,61.0,82.0,118.0,175.0,12.20
KIA,XCEED,10,2021,101399.0,ECO,12.0,,17990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,,,,,,Híbrido Enchufable,,1580.0,,Automático,,,141.0,,,
MERCEDES-BENZ,CLASE A,11,2022,13103.0,,12.0,,31980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,4.90,,,,,Diesel,,1950.0,,Automático,,,150.0,,,
MERCEDES-BENZ,CLASE A,5,2023,30904.0,C,12.0,39342.00,32980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4549.0,1796.0,1446.0,395.0,5.0,4.0,2729.0,2010.0,4.10,3.90,4.70,108.00,43.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,320.0,227.0,8.20
HYUNDAI,TUCSON,2,2020,82644.0,ECO,12.0,,20990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,4.30,4.10,4.50,,,Híbrido Enchufable,,1600.0,,Manual,,,136.0,,,
ABARTH,500,2,2018,47716.0,C,12.0,,19490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,2.0,,,6.60,5.40,8.70,,,Gasolina,,1370.0,,Automático,,,145.0,,,
ABARTH,500,5,2023,9190.0,C,12.0,,25990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,3.0,,,6.90,,,,,Gasolina,,1370.0,,Manual,,,180.0,,,
KIA,STONIC,11,2019,52773.0,C,12.0,,14990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,6.10,4.90,6.30,,,Gasolina,,1000.0,,Manual,,,100.0,,,
PEUGEOT,2008,12,2016,86503.0,C,12.0,22700.00,11990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4159.0,1739.0,1570.0,360.0,5.0,5.0,2537.0,1730.0,3.70,3.30,4.30,96.00,45.00,Diesel,4.0,1560.0,Turbo,Manual,6.0,88.0,120.0,300.0,190.0,9.60
PEUGEOT,208,6,2017,119444.0,C,12.0,18010.00,8490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,3965.0,1739.0,1460.0,311.0,5.0,5.0,2538.0,1680.0,3.50,3.00,4.20,90.00,50.00,Diesel,4.0,1560.0,Turbo,Manual,5.0,73.0,100.0,254.0,187.0,10.70
SEAT,LEÓN,10,2020,42292.0,ECO,12.0,,24980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,,,,,,Híbrido Enchufable,,1400.0,,Automático,,,204.0,,,
FIAT,500,4,2022,56417.0,ECO,12.0,,10980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,3.0,,,5.40,3.40,4.70,,,Híbrido Enchufable,,1000.0,,Manual,,,70.0,,,
CITROEN,C4,5,2023,33754.0,C,12.0,25155.00,16990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4360.0,1834.0,1520.0,380.0,5.0,5.0,2670.0,1735.0,4.60,3.20,5.90,108.00,60.00,Gasolina,3.0,1199.0,,Manual,6.0,96.0,130.0,230.0,210.0,10.80
FORD,FOCUS,1,2023,48382.0,ECO,12.0,,19980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,5.30,,,,,Híbrido Enchufable,,1000.0,,Manual,,,125.0,,,
RENAULT,CAPTUR,7,2022,41351.0,C,12.0,24250.00,16990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4228.0,1797.0,1566.0,536.0,5.0,5.0,2639.0,1692.0,5.30,4.60,6.50,121.00,48.00,Gasolina,3.0,,Turbo,Manual,6.0,67.0,90.0,160.0,168.0,14.00
