marca,modelo,mes_matriculacion,ano_matriculacion,kilometraje,distintivo_ambiental,garantia,precio_nuevo,precio_contado,concesionario,provincia,comunidad_autonoma,tipo_traccion,largo,ancho,alto,capacidad_maletero,num_plazas,num_puertas,batalla,peso,consumo_medio,consumo_carretera,consumo_urbano,co2,deposito,combustible,num_cilindros,cilindrada,sobrealimentacion,tipo_cambio,num_marchas,potencia_kw,potencia_cv,par,velocidad_max,aceleracion
MERCEDES-BENZ,CLASE A,5,2021,37992.0,ECO,24.0,,31490.00,STAR MADRID,Madrid,Madrid,,,,,,,4.0,,,,,,,,Híbrido Enchufable,,,,Automático,,,218.0,,,
MERCEDES-BENZ,CLASE C,6,2018,59439.0,,24.0,,32990.00,STAR MADRID,Madrid,Madrid,,,,,,,2.0,,,,,,,,Diesel,,,,Automático,,,194.0,,,
MERCEDES-BENZ,CLASE CLA,2,2021,53156.0,C,24.0,,30990.00,STAR MADRID,Madrid,Madrid,,,,,,,4.0,,,,,,,,Gasolina,,,,Automático,,,136.0,,,
HYUNDAI,KONA,11,2022,1571.0,0 EMISIONES,12.0,41250.00,32500.00,Hyundai Marcos Automoción Valencia,Valencia,Valencia,delantera,4180.0,1800.0,1570.0,332.0,5.0,5.0,2600.0,2020.0,,,,,,Eléctrico,,,,Automático,1.0,100.0,136.0,395.0,155.0,9.90
HYUNDAI,IONIQ,12,2021,11031.0,0 EMISIONES,12.0,36900.00,24700.00,Hyundai Marcos Automoción Valencia,Valencia,Valencia,delantera,4470.0,1820.0,1475.0,455.0,5.0,5.0,2700.0,1880.0,,,,,,Eléctrico,,,,Automático,1.0,100.0,136.0,295.0,165.0,10.20
CITROEN,C4,4,2023,1416.0,0 EMISIONES,12.0,,29000.00,Citroen Marcos Automoción Murcia,Murcia,Murcia,,,,,,,5.0,,,,,,,,Eléctrico,,,,Automático,,,156.0,,,
CITROEN,C4,4,2022,37443.0,C,12.0,25725.00,19600.00,Citroen Marcos Automoción Murcia,Murcia,Murcia,delantera,4360.0,1834.0,1520.0,380.0,5.0,5.0,2670.0,1735.0,4.60,3.20,5.90,108.00,60.00,Gasolina,3.0,1199.0,,Manual,6.0,96.0,130.0,230.0,210.0,10.80
PEUGEOT,306,6,2001,148000.0,B,12.0,12356.00,3200.00,AUTOS MORERA,Barcelona,Cataluña,delantera,,1680.0,,,5.0,5.0,2580.0,1500.0,7.00,5.40,9.00,,,Gasolina,4.0,1587.0,,Manual,5.0,74.0,100.0,135.0,,13.50
VOLKSWAGEN,BEETLE,6,2003,17000.0,B,12.0,,36000.00,AUTOS MORERA,Barcelona,Cataluña,,,,,,,5.0,,,,,,,,Gasolina,,,,Manual,,,60.0,,,
PEUGEOT,308,1,2011,46999.0,B,12.0,20980.00,7500.00,AUTOS MORERA,Barcelona,Cataluña,delantera,4500.0,1815.0,1556.0,470.0,5.0,5.0,2708.0,1948.0,4.70,4.10,5.70,123.00,60.00,Diesel,4.0,1560.0,Turbo,Manual,5.0,68.0,92.0,230.0,177.0,13.60
HYUNDAI,SONATA,7,2002,98000.0,B,12.0,17975.00,4500.00,AUTOS MORERA,Barcelona,Cataluña,delantera,4710.0,1818.0,1410.0,,5.0,4.0,2700.0,1856.0,8.90,6.70,12.70,,,Gasolina,4.0,1997.0,,Manual,5.0,100.0,136.0,182.0,,9.80
AUDI,Q5,9,2024,1.0,ECO,36.0,64711.00,57205.00,COMERCIAL ANACA,Valencia,Valencia,total permanente,4689.0,1893.0,1660.0,510.0,5.0,5.0,2819.0,2530.0,5.30,4.80,6.10,140.00,65.00,Diesel,4.0,1968.0,Turbo de geometría variable,Automático,7.0,150.0,204.0,400.0,222.0,7.60
VOLKSWAGEN,TOURAN,10,2024,1.0,C,36.0,53280.00,42977.00,COMERCIAL ANACA,Valencia,Valencia,delantera,4527.0,1829.0,1659.0,137.0,7.0,5.0,2791.0,1992.0,,,,,58.00,Diesel,4.0,1968.0,Turbo,Automático,7.0,110.0,150.0,340.0,206.0,9.30
VOLKSWAGEN,T-ROC,11,2024,1.0,C,36.0,44009.00,37466.00,COMERCIAL ANACA,Valencia,Valencia,delantera,4268.0,1811.0,1546.0,284.0,5.0,2.0,2630.0,1880.0,,,,,50.00,Gasolina,4.0,1498.0,Turbo,Automático,7.0,110.0,150.0,250.0,205.0,8.40
VOLKSWAGEN,T-ROC,9,2024,1.0,C,36.0,33080.00,27319.00,COMERCIAL ANACA,Valencia,Valencia,delantera,4234.0,1819.0,1573.0,445.0,5.0,5.0,2590.0,1790.0,,,,,50.00,Gasolina,3.0,,Turbo,Manual,6.0,85.0,115.0,200.0,189.0,10.10
VOLKSWAGEN,T-CROSS,10,2024,1.0,C,36.0,29499.00,25028.00,COMERCIAL ANACA,Valencia,Valencia,delantera,4127.0,1760.0,1573.0,455.0,5.0,5.0,2551.0,1254.0,,,,,40.00,Gasolina,3.0,,Turbo,Automático,7.0,85.0,115.0,200.0,,
VOLKSWAGEN,T-CROSS,10,2024,1.0,C,36.0,27239.00,23102.00,COMERCIAL ANACA,Valencia,Valencia,delantera,4127.0,1760.0,1573.0,455.0,5.0,5.0,2551.0,1254.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,5.0,70.0,95.0,175.0,180.0,11.20
MERCEDES-BENZ,CLASE C,3,2024,24118.0,,24.0,,43000.00,Valdisa Automotor10 Grupo Angal,Valencia,Valencia,,,,,,,4.0,,1755.0,4.00,,,,,Diesel,,1992.0,,Automático,9.0,,163.0,,,
MERCEDES-BENZ,CLASE A,4,2024,5048.0,,24.0,,37600.00,Valdisa Automotor10 Grupo Angal,Valencia,Valencia,,,,,,,5.0,,1530.0,4.00,,,,,Diesel,,1950.0,,Automático,8.0,,150.0,,,
MERCEDES-BENZ,CLASE C,3,2024,19788.0,,24.0,,42500.00,CADIMAR S.A.,Cádiz,Andalucía,,,,,,,4.0,,1755.0,4.00,,,,,Diesel,,1992.0,,Automático,9.0,,200.0,,,
MITSUBISHI,COLT,4,2007,98000.0,C,12.0,11290.00,5500.00,ICARS,Valencia,Valencia,delantera,3810.0,1695.0,1520.0,,5.0,3.0,2500.0,1420.0,5.50,4.60,7.00,130.00,47.00,Gasolina,3.0,1124.0,,Manual,5.0,55.0,75.0,100.0,165.0,12.90
MERCEDES-BENZ,CLASE A,2,2021,113000.0,C,24.0,38438.00,28400.00,QUADIS Autolica ,Barcelona,Cataluña,delantera,4419.0,1796.0,1440.0,345.0,5.0,5.0,2729.0,1995.0,4.20,3.70,5.00,110.00,43.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,320.0,220.0,8.10
KIA,EV9,10,2023,6000.0,0 EMISIONES,84.0,,71900.00,ULSAN MOTOR,Valencia,Valencia,,,,,,,5.0,,2674.0,,,,,,Eléctrico,,,,Automático,1.0,,385.0,,,
PEUGEOT,3008,4,2016,41000.0,C,12.0,24480.00,11200.00,ULSAN MOTOR,Valencia,Valencia,delantera,4365.0,1837.0,1625.0,432.0,5.0,5.0,2613.0,1950.0,4.90,4.30,6.10,115.00,60.00,Gasolina,3.0,1199.0,,Manual,6.0,96.0,130.0,230.0,199.0,10.80
LEXUS,RX,7,2024,1361.0,ECO,24.0,,82450.00,LEXUS VALENCIA,Valencia,Valencia,,,,,,,5.0,,,,,,,,Híbrido Enchufable,,,,Automático,,,,,,
TOYOTA,C-HR,12,2023,15000.0,ECO,24.0,,39890.00,GAMBOA OCASION,Madrid,Madrid,,,,,,,5.0,,1560.0,4.90,,,,,Híbrido Enchufable,,1987.0,,Automático,,,195.0,,,
LAND-ROVER,DEFENDER,8,2011,115000.0,B,,33900.00,46000.00,AUTOMOVILES MARTIN,Córdoba,Andalucía,total permanente,4639.0,1790.0,2021.0,,5.0,5.0,2794.0,3050.0,11.00,9.50,13.50,291.00,75.00,Diesel,4.0,2401.0,Turbo de geometría variable,Manual,6.0,90.0,122.0,360.0,132.0,15.80
BMW,SERIE 5,1,2024,6356.0,ECO,24.0,60700.00,54940.00,BMW MOVILNORTE,Madrid,Madrid,trasera,4963.0,1868.0,1479.0,530.0,5.0,4.0,2975.0,2345.0,4.10,3.70,4.80,108.00,66.00,Diesel,4.0,1995.0,Turbo de geometría variable,Automático,8.0,140.0,190.0,400.0,235.0,7.20
MINI,,2,2024,15176.0,C,24.0,39600.00,34495.00,BMW MOVILNORTE,Madrid,Madrid,delantera,3876.0,1727.0,1415.0,160.0,4.0,2.0,2495.0,1745.0,,,,,44.00,Gasolina,4.0,1998.0,,Automático,7.0,131.0,178.0,280.0,230.0,7.80
HYUNDAI,I30,1,2022,50517.0,ECO,12.0,28945.00,18350.00,STELLANTIS &YOU GRANADA,Granada,Andalucía,delantera,4340.0,1795.0,1455.0,395.0,5.0,5.0,2650.0,1800.0,5.20,4.50,6.30,104.00,50.00,Gasolina,3.0,,Turbo,Manual,6.0,88.0,120.0,172.0,196.0,11.20
RENAULT,MÉGANE SCÉNIC,12,2002,120000.0,,412.0,26240.00,4899.00,HIDALAUTO..,Jaén,Andalucía,delantera,4425.0,1775.0,1730.0,,5.0,5.0,2624.0,2010.0,7.40,6.60,8.90,,,Diesel,4.0,1870.0,Turbo,Manual,5.0,77.0,105.0,200.0,,14.80
CITROEN,C4,9,2010,190000.0,B,12.0,27580.00,5999.00,HIDALAUTO..,Jaén,Andalucía,delantera,4470.0,1830.0,1680.0,500.0,5.0,5.0,2728.0,2050.0,5.30,4.60,6.50,139.00,60.00,Diesel,4.0,1560.0,Turbo de geometría variable,Manual,6.0,82.0,112.0,285.0,181.0,12.80
CITROEN,C3,11,2010,200000.0,B,12.0,17640.00,4999.00,HIDALAUTO..,Jaén,Andalucía,delantera,3941.0,1728.0,1524.0,300.0,5.0,5.0,2466.0,1581.0,3.90,3.50,4.60,101.00,48.00,Diesel,4.0,1398.0,Turbo de geometría variable,Manual,5.0,50.0,68.0,160.0,163.0,13.50
MERCEDES-BENZ,CLASE C,1,2008,398000.0,B,12.0,43708.00,6999.00,HIDALAUTO..,Jaén,Andalucía,trasera,4596.0,1770.0,1459.0,485.0,5.0,5.0,2760.0,2180.0,6.80,5.30,9.20,178.00,66.00,Diesel,4.0,2148.0,Turbo de geometría variable,Automático,5.0,125.0,170.0,400.0,220.0,8.60
TOYOTA,AVENSIS,9,2006,200000.0,B,12.0,27705.00,5499.00,HIDALAUTO..,Jaén,Andalucía,delantera,4630.0,1760.0,1480.0,520.0,5.0,4.0,2700.0,1970.0,5.90,4.10,7.60,156.00,60.00,Diesel,4.0,2231.0,,Manual,6.0,110.0,150.0,310.0,210.0,9.30
MITSUBISHI,OUTLANDER,3,2007,169000.0,B,12.0,29100.00,8499.00,HIDALAUTO..,Jaén,Andalucía,total conectable,4640.0,1800.0,1680.0,774.0,5.0,5.0,2670.0,2360.0,6.60,5.50,8.40,174.00,60.00,Diesel,4.0,1968.0,Turbo,Manual,6.0,103.0,140.0,310.0,187.0,10.80
CITROEN,XSARA,7,2005,160000.0,,12.0,23905.00,4999.00,HIDALAUTO..,Jaén,Andalucía,delantera,4276.0,1751.0,1637.0,550.0,5.0,5.0,2760.0,1850.0,5.10,4.40,6.40,136.00,60.00,Diesel,4.0,1560.0,Turbo de geometría variable,Manual,5.0,80.0,110.0,245.0,183.0,10.80
TOYOTA,URBAN CRUISER,12,2009,106000.0,B,12.0,19900.00,10999.00,HIDALAUTO..,Jaén,Andalucía,delantera,3930.0,1725.0,1525.0,314.0,5.0,5.0,2460.0,1625.0,4.50,4.00,5.30,118.00,42.00,Diesel,4.0,1364.0,Turbo,Manual,6.0,66.0,90.0,205.0,175.0,11.70
LEXUS,RX,8,2024,5000.0,0 EMISIONES,36.0,97900.00,91600.00,LEXUS MAJADAHONDA NUEVOS,Madrid,Madrid,total permanente,4890.0,1920.0,1695.0,,5.0,5.0,2850.0,2700.0,,,,,55.00,Híbrido Enchufable,4.0,2487.0,,Automático,1.0,225.0,306.0,,200.0,7.00
LEXUS,RX,8,2024,5.0,ECO,36.0,111300.00,106900.00,LEXUS MAJADAHONDA NUEVOS,Madrid,Madrid,total permanente,4890.0,1920.0,1695.0,,5.0,5.0,2850.0,2700.0,,,,,65.00,Híbrido Enchufable,4.0,2393.0,,Automático,6.0,273.0,371.0,,210.0,5.90
LEXUS,RX,8,2024,5.0,0 EMISIONES,36.0,97900.00,91600.00,LEXUS MAJADAHONDA NUEVOS,Madrid,Madrid,total permanente,4890.0,1920.0,1695.0,,5.0,5.0,2850.0,2700.0,,,,,55.00,Híbrido Enchufable,4.0,2487.0,,Automático,1.0,225.0,306.0,,200.0,7.00
LEXUS,NX,8,2024,5.0,ECO,36.0,56800.00,53600.00,LEXUS MAJADAHONDA NUEVOS,Madrid,Madrid,delantera,4660.0,1865.0,1640.0,545.0,5.0,5.0,2960.0,2245.0,,,,,55.00,Híbrido Enchufable,4.0,2487.0,,Automático,1.0,178.0,240.0,210.0,,8.70
LEXUS,ES,8,2024,5.0,ECO,36.0,58000.00,54600.00,LEXUS MAJADAHONDA NUEVOS,Madrid,Madrid,delantera,4975.0,1865.0,1445.0,454.0,5.0,4.0,2870.0,2130.0,,,,,50.00,Híbrido Enchufable,4.0,2487.0,,Automático,1.0,160.0,218.0,,180.0,8.90
LEXUS,RX,8,2024,5000.0,0 EMISIONES,36.0,97900.00,91600.00,LEXUSPASEO DE LA CASTELLANA NUEVOS,Madrid,Madrid,total permanente,4890.0,1920.0,1695.0,,5.0,5.0,2850.0,2700.0,,,,,55.00,Híbrido Enchufable,4.0,2487.0,,Automático,1.0,225.0,306.0,,200.0,7.00
LEXUS,RX,8,2024,5.0,ECO,36.0,111300.00,106900.00,LEXUSPASEO DE LA CASTELLANA NUEVOS,Madrid,Madrid,total permanente,4890.0,1920.0,1695.0,,5.0,5.0,2850.0,2700.0,,,,,65.00,Híbrido Enchufable,4.0,2393.0,,Automático,6.0,273.0,371.0,,210.0,5.90
LEXUS,UX,8,2024,5.0,ECO,36.0,41300.00,40300.00,LEXUSPASEO DE LA CASTELLANA NUEVOS,Madrid,Madrid,delantera,4495.0,1840.0,1540.0,,5.0,5.0,2640.0,2110.0,,,,,43.00,Híbrido Enchufable,4.0,1987.0,,Automático,1.0,146.0,199.0,190.0,177.0,8.10
LEXUS,RZ,8,2024,5.0,0 EMISIONES,36.0,70900.00,70900.00,LEXUSPASEO DE LA CASTELLANA NUEVOS,Madrid,Madrid,total permanente,4805.0,1895.0,1635.0,,5.0,5.0,2850.0,2700.0,,,,,,Eléctrico,,,,Automático,2.0,230.0,313.0,435.0,160.0,5.30
LEXUS,RX,8,2024,5.0,0 EMISIONES,36.0,97900.00,91600.00,LEXUSPASEO DE LA CASTELLANA NUEVOS,Madrid,Madrid,total permanente,4890.0,1920.0,1695.0,,5.0,5.0,2850.0,2700.0,,,,,55.00,Híbrido Enchufable,4.0,2487.0,,Automático,1.0,225.0,306.0,,200.0,7.00
LEXUS,NX,8,2024,5.0,ECO,36.0,56800.00,53600.00,LEXUSPASEO DE LA CASTELLANA NUEVOS,Madrid,Madrid,delantera,4660.0,1865.0,1640.0,545.0,5.0,5.0,2960.0,2245.0,,,,,55.00,Híbrido Enchufable,4.0,2487.0,,Automático,1.0,178.0,240.0,210.0,,8.70
NISSAN,QASHQAI,6,2021,70000.0,C,12.0,27000.00,18900.00,AC AUTOMOCION,Cádiz,Andalucía,delantera,4394.0,1806.0,1590.0,430.0,5.0,5.0,2646.0,1870.0,,,,,55.00,Gasolina,4.0,1332.0,Turbo,Manual,6.0,103.0,140.0,240.0,193.0,10.50
AUDI,TT,3,2012,177500.0,C,12.0,42950.00,13800.00,Tuning Autonewart SL,Málaga,Andalucía,delantera,4178.0,1842.0,1353.0,292.0,2.0,2.0,2468.0,1945.0,6.70,5.40,9.00,156.00,55.00,Gasolina,4.0,1984.0,Turbo,Manual,6.0,155.0,211.0,350.0,242.0,6.20
CITROEN,C-ELYSÉE,5,2018,97640.0,C,12.0,13800.00,7800.00,Tuning Autonewart SL,Málaga,Andalucía,delantera,4419.0,1748.0,1466.0,506.0,5.0,4.0,2652.0,1470.0,4.80,4.10,6.00,113.00,50.00,Gasolina,3.0,1199.0,,Manual,5.0,60.0,82.0,117.0,169.0,12.90
MERCEDES-BENZ,CLASE A,3,2009,132500.0,B,12.0,29478.00,7300.00,Tuning Autonewart SL,Málaga,Andalucía,delantera,3883.0,1764.0,1593.0,435.0,5.0,5.0,2568.0,1845.0,5.20,4.60,6.40,137.00,54.00,Diesel,4.0,1991.0,Turbo,Automático,1.0,80.0,109.0,250.0,186.0,10.80
FIAT,500,6,2022,53000.0,ECO,12.0,19300.00,12500.00,AC AUTOMOCION,Cádiz,Andalucía,delantera,3571.0,1627.0,1488.0,185.0,4.0,3.0,2300.0,1055.0,,,,,35.00,Gasolina,3.0,,Turbo,Manual,6.0,52.0,70.0,92.0,167.0,13.80
KIA,STONIC,6,2022,38000.0,ECO,12.0,24270.00,17990.00,AC AUTOMOCION,Cádiz,Andalucía,delantera,4140.0,1760.0,1500.0,352.0,5.0,5.0,2580.0,1680.0,,,,100.00,45.00,Gasolina,3.0,,Turbo,Manual,6.0,74.0,100.0,172.0,183.0,10.70
FIAT,500,6,2022,57000.0,ECO,12.0,19300.00,12990.00,AC AUTOMOCION,Cádiz,Andalucía,delantera,3571.0,1627.0,1488.0,185.0,4.0,3.0,2300.0,1055.0,,,,,35.00,Gasolina,3.0,,Turbo,Manual,6.0,52.0,70.0,92.0,167.0,13.80
FORD,ECOSPORT,6,2022,59000.0,C,12.0,27659.00,17990.00,AC AUTOMOCION,Cádiz,Andalucía,delantera,4096.0,1765.0,1650.0,355.0,5.0,5.0,2519.0,1730.0,5.50,5.00,6.40,114.00,52.00,Gasolina,3.0,,Turbo,Manual,6.0,92.0,125.0,170.0,180.0,11.00
FORD,FOCUS,6,2020,75000.0,C,12.0,27586.00,15990.00,AC AUTOMOCION,Cádiz,Andalucía,delantera,4668.0,1825.0,1469.0,541.0,5.0,5.0,2700.0,1900.0,3.70,3.40,4.30,96.00,47.00,Diesel,4.0,1498.0,Turbo,Manual,6.0,88.0,120.0,270.0,,10.70
VOLKSWAGEN,GOLF,6,2014,133000.0,C,12.0,24170.00,13990.00,AC AUTOMOCION,Cádiz,Andalucía,delantera,4255.0,1799.0,1437.0,380.0,5.0,5.0,2637.0,1785.0,3.20,3.00,3.80,85.00,50.00,Diesel,4.0,1598.0,Turbo de geometría variable,Manual,6.0,81.0,110.0,250.0,200.0,10.50
FIAT,500,4,2023,26700.0,ECO,12.0,,14490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,3.0,,,3.90,3.40,4.70,,,Híbrido Enchufable,,1000.0,,Manual,,,70.0,,,
CITROEN,C4 CACTUS,7,2020,73402.0,C,12.0,21100.00,13980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4170.0,1714.0,1480.0,358.0,5.0,5.0,2595.0,1630.0,4.00,3.10,4.70,89.00,45.00,Diesel,4.0,1499.0,Turbo,Manual,6.0,73.0,100.0,250.0,190.0,10.00
MERCEDES-BENZ,CLASE C,2,2017,86796.0,,12.0,,26490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,2.0,,,4.10,3.60,5.00,,,Diesel,,2140.0,,Automático,,,170.0,,,
DACIA,DUSTER,5,2024,8.0,C,12.0,,24490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,6.20,,,,,Gasolina,,1330.0,,Automático,,,150.0,,,
MERCEDES-BENZ,CLASE A,4,2023,21846.0,C,12.0,27022.00,31490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,3883.0,1764.0,1593.0,435.0,5.0,5.0,2568.0,1845.0,5.20,4.60,6.40,137.00,54.00,Diesel,4.0,1991.0,Turbo,Automático,1.0,80.0,109.0,250.0,186.0,10.80
CUPRA,LEÓN,2,2023,14224.0,ECO,12.0,,28990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,5.60,4.30,6.00,,,Híbrido Enchufable,,1500.0,,Automático,,,150.0,,,
MERCEDES-BENZ,CLASE A,7,2023,9323.0,C,12.0,27022.00,31490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,3883.0,1764.0,1593.0,435.0,5.0,5.0,2568.0,1845.0,5.20,4.60,6.40,137.00,54.00,Diesel,4.0,1991.0,Turbo,Automático,1.0,80.0,109.0,250.0,186.0,10.80
FIAT,500,1,2022,60174.0,ECO,12.0,,11990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,3.0,,,3.90,3.40,4.70,,,Híbrido Enchufable,,1000.0,,Manual,,,70.0,,,
MERCEDES-BENZ,CLASE A,3,2023,13261.0,ECO,12.0,,31990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,5.90,,,,,Híbrido Enchufable,,1330.0,,Automático,,,136.0,,,
CITROEN,C1,8,2017,73912.0,C,12.0,14640.00,7990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,3466.0,1615.0,1460.0,196.0,4.0,5.0,2340.0,1240.0,4.30,3.70,5.40,99.00,35.00,Gasolina,3.0,1199.0,,Manual,5.0,60.0,82.0,118.0,170.0,11.00
CUPRA,FORMENTOR,6,2022,47830.0,C,12.0,45640.00,28990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,total permanente,4450.0,1839.0,1511.0,420.0,5.0,5.0,2680.0,2140.0,,,,,55.00,Diesel,4.0,1968.0,Turbo,Automático,7.0,110.0,150.0,360.0,203.0,8.60
PEUGEOT,3008,12,2018,49069.0,C,12.0,,16990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,5.20,4.70,6.30,,,Gasolina,,1200.0,,Automático,,,130.0,,,
MERCEDES-BENZ,CLASE A,6,2023,15410.0,ECO,12.0,,31990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,5.90,,,,,Híbrido Enchufable,,1330.0,,Automático,,,136.0,,,
PEUGEOT,2008,1,2023,37659.0,C,12.0,26790.00,16980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4300.0,1770.0,1530.0,405.0,5.0,5.0,2605.0,1710.0,4.60,4.00,5.50,105.00,44.00,Gasolina,3.0,1199.0,Turbo,Manual,6.0,74.0,100.0,205.0,188.0,10.90
DACIA,DUSTER,5,2024,10.0,C,12.0,23340.00,24980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4341.0,1804.0,1693.0,478.0,5.0,5.0,2673.0,1762.0,,,,,50.00,Gasolina,4.0,1333.0,Turbo,Automático,6.0,110.0,150.0,250.0,199.0,9.70
RENAULT,KADJAR,5,2017,86545.0,C,12.0,23300.00,13490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4449.0,1836.0,1607.0,472.0,5.0,5.0,2646.0,1853.0,5.60,4.90,6.80,126.00,55.00,Gasolina,4.0,1197.0,Turbo,Manual,6.0,97.0,130.0,205.0,192.0,10.10
PEUGEOT,5008,2,2021,42262.0,C,12.0,,26980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,7.10,4.90,6.50,,,Gasolina,,1600.0,,Automático,,,180.0,,,
SEAT,LEÓN,6,2017,136233.0,C,12.0,,11990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,4.90,4.20,6.10,,,Gasolina,,1200.0,,Manual,,,110.0,,,
CUPRA,FORMENTOR,6,2022,45519.0,C,12.0,45640.00,27990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,total permanente,4450.0,1839.0,1511.0,420.0,5.0,5.0,2680.0,2140.0,,,,,55.00,Diesel,4.0,1968.0,Turbo,Automático,7.0,110.0,150.0,360.0,203.0,8.60
MERCEDES-BENZ,CLASE A,5,2023,7173.0,ECO,12.0,,31980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,4.0,,,5.80,,,,,Híbrido Enchufable,,1330.0,,Automático,,,136.0,,,
SEAT,LEÓN,3,2021,114989.0,ECO,12.0,,21990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,4.80,4.10,6.00,,,Híbrido Enchufable,,1500.0,,Automático,,,150.0,,,
AUDI,A5,3,2018,98597.0,C,12.0,40545.00,26480.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4733.0,1843.0,1386.0,480.0,5.0,5.0,2824.0,1995.0,5.40,4.50,6.90,124.00,58.00,Gasolina,4.0,1395.0,Turbo de geometría variable,Automático,7.0,110.0,150.0,250.0,210.0,8.90
AUDI,Q2,9,2017,151352.0,C,12.0,36999.00,21990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,total permanente,4191.0,1794.0,1508.0,355.0,5.0,5.0,2601.0,2035.0,4.90,4.30,5.60,129.00,55.00,Diesel,4.0,1968.0,Turbo,Automático,7.0,110.0,150.0,340.0,211.0,8.10
PEUGEOT,5008,11,2018,76246.0,C,12.0,26350.00,17980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4529.0,1837.0,1647.0,823.0,7.0,5.0,2727.0,2200.0,5.40,4.80,6.60,124.00,60.00,Gasolina,3.0,1199.0,,Manual,6.0,96.0,130.0,230.0,201.0,10.80
FIAT,500,5,2022,65621.0,ECO,12.0,,10990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,3.0,,,5.40,3.40,4.70,,,Híbrido Enchufable,,1000.0,,Manual,,,70.0,,,
MERCEDES-BENZ,CLASE A,6,2023,15829.0,C,12.0,27022.00,31480.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,3883.0,1764.0,1593.0,435.0,5.0,5.0,2568.0,1845.0,5.20,4.60,6.40,137.00,54.00,Diesel,4.0,1991.0,Turbo,Automático,1.0,80.0,109.0,250.0,186.0,10.80
TOYOTA,RAV-4,2,2023,52234.0,ECO,12.0,,38490.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,5.70,4.70,4.70,,,Híbrido Enchufable,,2490.0,,Automático,,,218.0,,,
VOLKSWAGEN,TAIGO,6,2023,28395.0,C,12.0,27480.00,17990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4266.0,1757.0,1515.0,440.0,5.0,5.0,2554.0,1780.0,,,,,40.00,Gasolina,3.0,,Turbo,Manual,5.0,70.0,95.0,175.0,183.0,11.10
MITSUBISHI,ECLIPSE CROSS,2,2022,91136.0,ECO,12.0,,22480.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,2.00,,,,,Híbrido Enchufable,,2360.0,,Automático,,,188.0,,,
MERCEDES-BENZ,CLASE A,10,2023,12415.0,,12.0,,32980.00,FLEXICAR MÁLAGA,Málaga,Andalucía,,,,,,,5.0,,,4.90,,,,,Diesel,,1950.0,,Automático,,,150.0,,,
MERCEDES-BENZ,CLASE B,12,2022,19473.0,C,12.0,44376.00,30990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,4419.0,1796.0,1562.0,445.0,5.0,5.0,2729.0,2090.0,,,,,43.00,Diesel,4.0,1950.0,Turbo de geometría variable,Automático,8.0,110.0,150.0,320.0,219.0,8.50
AUDI,A1,4,2015,125242.0,C,12.0,21535.00,13990.00,FLEXICAR MÁLAGA,Málaga,Andalucía,delantera,3973.0,1740.0,1416.0,270.0,4.0,3.0,2469.0,1540.0,3.40,3.10,3.90,90.00,45.00,Diesel,3.0,1422.0,Turbo,Manual,5.0,66.0,90.0,230.0,182.0,11.40
